year,zip,dog_bite_count,median_days_on_market,active_listing_count,median_listing_price,median_listing_price_per_square_foot
2023,11423,8,77.5,50.0,690375.0,528.5
2023,11426,4,58.5,38.0,700459.5,508.5
2023,11427,5,82.5,52.5,336995.0,491.0
2023,11428,2,72.5,23.0,749000.0,510.0
2023,11429,12,79.0,34.5,665250.0,483.5
2023,11432,20,79.0,87.0,527490.0,535.0
2023,11433,12,66.5,37.0,643250.0,440.5
2023,11434,17,83.5,73.0,621812.5,449.5
2023,11435,25,91.0,81.5,305125.0,321.0
2023,11436,5,82.0,36.5,643750.0,516.0
2023,11510,1,54.5,64.5,616475.0,372.0
2023,11514,1,42.0,3.5,810361.0,458.0
2023,11516,1,66.5,17.5,1244000.0,436.0
2023,11550,1,55.0,64.0,552000.0,373.5
2023,11554,1,39.5,36.0,711625.0,451.5
2023,11581,1,47.5,35.0,735250.0,413.0
2023,11691,18,77.5,36.5,572250.0,372.0
2023,11692,3,83.5,12.5,551975.0,410.0
2023,11693,14,70.5,33.5,549125.0,590.5
2023,11694,5,74.0,44.5,799000.0,614.0
2023,11710,1,48.0,41.5,714972.0,413.5
2023,11740,1,55.0,8.0,794000.0,384.0
2023,11758,1,43.0,70.0,742250.0,396.5
2023,11772,1,37.5,52.5,540237.5,318.0
2023,11779,1,39.5,31.0,518500.0,334.0
2023,11788,1,41.5,14.0,683125.0,337.5
2023,11801,1,47.5,55.0,747750.0,466.0
2023,12414,1,54.0,25.0,488500.0,212.5
2023,12455,1,82.5,6.0,468500.0,292.0
2023,12543,1,34.0,3.5,301975.0,191.0
2023,12771,1,61.5,43.5,252250.0,171.0
2023,14204,1,49.0,4.0,91687.5,63.0
